taxon	putative-small-nuclear-ribonucleoprotein-F	putative-60S-ribosomal-protein-L38	putative-protein-kinase	hypothetical-protein	putative-oligouridylate-binding-protein	18S-ribosomal-RNA	rbcL	rpl16	trnD-trnT-intergenic-spacer	trnH-trnK-intergenic-spacer	
Avicennia schaueriana						DQ469862			EF540952	EU352166	
Avicennia rumphiana	JX448649	JX448658	JX448668	JX448675	JX448682						
Avicennia bicolor						EU352151	JQ594362	EU315827	EF540950	EU443251	
Avicennia germinans						EF540981	JQ594981	EU315828	EF540946	EU352179	
Avicennia alba	JX448652	JX448660	JX448665	JX448673	JX448683	EF540977	AY008831		EF540951	EU352162	
Avicennia marina	JX448646	JX448657	JX448667	JX448676	JX448681	DQ469861	AY289681	EU315829	EF540943	EU352163	
