taxon	ndhF	contains-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer-and-tRNA-Phe-(trnF)	
Gustavia poeppigiana		AF077636	
Gustavia augusta	DQ388207	DQ418000	
Gustavia longifolia	DQ388201	DQ418005	
Gustavia superba	AJ236257	DQ418010	
Gustavia dubia	DQ388203	DQ418003	
Gustavia monocaulis	DQ388206	DQ418008	
Gustavia hexapetala	DQ388205	DQ418004	
Gustavia speciosa	DQ388204	DQ418009	
