180068	0
761854	0
761859	0
126358	1
49579	0
161874	0
49583	0
52822	1
46364	1
159374	0
904022	1
48205	0
577416	0
16901	0
41378	1
4238	1
28530	0
46425	1
57718	0
69056	1
16922	0
125019	1
54173	0
159376	0
155717	1
46389	0
171763	1
110863	1
59776	0
13443	1
57720	0
222082	1
1037431	1
597282	1
60120	0
16909	0
372698	1
49593	0
16911	0
4341	0
41566	1
597262	0
34247	0
1112099	0
79607	0
79608	0
180695	1
55363	1
179998	0
180069	0
159368	0
688017	0
13508	0
185769	1
112253	0
372725	1
4392	0
61167	1
13533	1
4288	0
28542	1
86852	0
16913	0
55377	0
68866	1
4052	1
16915	0
137004	1
40689	1
96933	0
23128	1
4323	1
159380	1
146505	0
125030	1
45899	0
228393	1
105268	0
159364	1
372746	1
52835	0
350584	1
112523	1
1043444	1
52872	1
49153	0
127424	0
46401	1
256623	0
1160305	1
3741	1
46413	1
127429	0
79577	1
55237	1
561372	0
85235	0
83951	1
126554	1
1317872	1
95636	1
125044	0
112840	1
159371	0
159372	0
308414	1
28495	0
92224	0
185785	0
49158	0
43073	1
256627	0
124854	0
597260	0
58460	1
84952	1
357088	1
55259	0
49618	0
39022	0
164980	1
57203	1
57006	1
1045114	1
374845	0
126697	0
39369	1
164985	1
45833	1
164987	1
125002	0
59178	1
182325	0
403120	1
13700	0
13702	1
105885	1
239693	0
126367	1
429707	1
69904	1
324796	1
138902	1
46421	1
124970	0
46423	0
190542	0
43577	1
1630344	0
237929	0
237952	0
1127654	0
79612	0
79614	0
49932	0
863425	1
86867	1
761861	1
