name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Dialypetalanthus_fuscescens	NA	NA	NA	109611	NA	NA	NA	109610	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Bothriospora_corymbosa	NA	NA	NA	153739	NA	NA	NA	153738	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Acranthera_atropella	NA	NA	NA	484836	NA	NA	NA	296935	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Acranthera_frutescens	NA	NA	NA	484837	NA	NA	NA	296935	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Acranthera_grandiflora	NA	NA	NA	484838	NA	NA	NA	296935	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Acranthera_siamensis	NA	NA	NA	484839	NA	NA	NA	296935	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Phitopis_sterculioides	NA	NA	NA	339313	NA	NA	NA	339312	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Phitopis_multiflora	NA	NA	NA	693347	NA	NA	NA	339312	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Robbrechtia_grandifolia	NA	NA	NA	353845	NA	NA	NA	353844	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Steenisia_pleurocarpa	NA	NA	NA	353854	NA	NA	NA	353853	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Pentaloncha_humilis	NA	NA	NA	409383	NA	NA	NA	409382	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Villaria_rolfei	NA	NA	NA	484180	NA	NA	NA	484179	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Villaria_fasciculiflora	NA	NA	NA	484181	NA	NA	NA	484179	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Villaria_philippinensis	NA	NA	NA	484182	NA	NA	NA	484179	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Villaria_odorata	NA	NA	NA	484183	NA	NA	NA	484179	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Villaria_glomerata	NA	NA	NA	1088467	NA	NA	NA	484179	NA	NA	NA	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_ernodeoides	NA	NA	NA	35906	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_montana	NA	NA	NA	35907	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_pumila	NA	NA	NA	58497	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_robusta	NA	NA	NA	60359	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_antipoda	NA	NA	NA	158856	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_cheesmanii	NA	NA	NA	158857	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_crassifolia	NA	NA	NA	158858	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_fauriei	NA	NA	NA	158859	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_persicifolia	NA	NA	NA	158860	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_quadrifida	NA	NA	NA	158861	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_waimeae	NA	NA	NA	158862	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_elatirioides	NA	NA	NA	225356	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_acerosa	NA	NA	NA	225357	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Coprosma_brunnea	NA	NA	NA	225358	NA	NA	NA	35905	NA	169649	169617	24966	NA	NA	NA	NA	4055	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
