name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Viburnum_acerifolium	NA	NA	NA	4205	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_rhytidophyllum	NA	NA	NA	47689	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_dentatum	NA	NA	NA	61589	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_lentago	NA	NA	NA	61590	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_sieboldii	NA	NA	NA	61591	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_opulus	NA	NA	NA	85293	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_plicatum	NA	NA	NA	179996	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_betulifolium	NA	NA	NA	224736	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_carlesii	NA	NA	NA	237927	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_cinnamomifolium	NA	NA	NA	237928	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_clemensae	NA	NA	NA	237929	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_nervosum	NA	NA	NA	237930	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_cylindricum	NA	NA	NA	237931	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_davidii	NA	NA	NA	237932	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_dilatatum	NA	NA	NA	237933	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_edule	NA	NA	NA	237934	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_elatum	NA	NA	NA	237935	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_ellipticum	NA	NA	NA	237936	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_erosum	NA	NA	NA	237937	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_erubescens	NA	NA	NA	237938	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_farreri	NA	NA	NA	237939	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_furcatum	NA	NA	NA	237940	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_hartwegii	NA	NA	NA	237941	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_japonicum	NA	NA	NA	237942	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_jucundum	NA	NA	NA	237943	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_kansuense	NA	NA	NA	237944	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_lantana	NA	NA	NA	237945	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_lantanoides	NA	NA	NA	237946	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_lobophyllum	NA	NA	NA	237947	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_melanocarpum	NA	NA	NA	237948	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_molle	NA	NA	NA	237949	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_nudum	NA	NA	NA	237950	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_odoratissimum	NA	NA	NA	237951	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_prunifolium	NA	NA	NA	237954	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_rafinesquianum	NA	NA	NA	237955	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Viburnum_rufidulum	NA	NA	NA	237956	NA	NA	NA	4204	NA	NA	NA	4206	NA	NA	NA	NA	4199	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
