name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Anagallis_arvensis	NA	NA	NA	4337	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_tenella	NA	NA	NA	85162	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_monelli	NA	NA	NA	306291	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_minima	NA	NA	NA	306292	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_pumila	NA	NA	NA	306293	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_tenuicaulis	NA	NA	NA	306294	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_serpens	NA	NA	NA	306295	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_alternifolia	NA	NA	NA	306296	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_acuminata	NA	NA	NA	319333	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_angustiloba	NA	NA	NA	319334	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_crassifolia	NA	NA	NA	319335	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_djalonis	NA	NA	NA	319336	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_filiformis	NA	NA	NA	319337	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_hexamera	NA	NA	NA	319338	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_huttonii	NA	NA	NA	319339	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_kingaensis	NA	NA	NA	319340	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_kochii	NA	NA	NA	319341	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_nummulariifolia	NA	NA	NA	319343	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_oligantha	NA	NA	NA	319344	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_rhodesiaca	NA	NA	NA	319345	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_serpyllifolia	NA	NA	NA	319346	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
Anagallis_foemina	NA	NA	NA	357596	NA	NA	NA	4336	NA	NA	NA	4335	NA	NA	NA	NA	41945	NA	NA	71274	NA	NA	NA	35493	NA	NA	33090	2759
